plot_id,SE2025_B01_mean,SE2025_B02_mean,SE2025_B03_mean,SE2025_B04_mean,SE2025_B05_mean,SE2025_B06_mean,SE2025_B07_mean,SE2025_B08_mean,SE2025_B09_mean,SE2025_B10_mean,SE2025_B11_mean,SE2025_B12_mean,SE2025_B13_mean,SE2025_B14_mean,SE2025_B15_mean,SE2025_B16_mean,SE2025_B17_mean,SE2025_B18_mean,SE2025_B19_mean,SE2025_B20_mean,SE2025_B21_mean,SE2025_B22_mean,SE2025_B23_mean,SE2025_B24_mean,SE2025_B25_mean,SE2025_B26_mean,SE2025_B27_mean,SE2025_B28_mean,SE2025_B29_mean,SE2025_B30_mean,SE2025_B31_mean,SE2025_B32_mean,SE2025_B33_mean,SE2025_B34_mean,SE2025_B35_mean,SE2025_B36_mean,SE2025_B37_mean,SE2025_B38_mean,SE2025_B39_mean,SE2025_B40_mean,SE2025_B41_mean,SE2025_B42_mean,SE2025_B43_mean,SE2025_B44_mean,SE2025_B45_mean,SE2025_B46_mean,SE2025_B47_mean,SE2025_B48_mean,SE2025_B49_mean,SE2025_B50_mean,SE2025_B51_mean,SE2025_B52_mean,SE2025_B53_mean,SE2025_B54_mean,SE2025_B55_mean,SE2025_B56_mean,SE2025_B57_mean,SE2025_B58_mean,SE2025_B59_mean,SE2025_B60_mean,SE2025_B61_mean,SE2025_B62_mean,SE2025_B63_mean,SE2025_B64_mean,SE2025_mean_across_bands,SE2025_std_across_bands,SE2025_min_band_mean,SE2025_max_band_mean,dSE_B01_mean,dSE_B02_mean,dSE_B03_mean,dSE_B04_mean,dSE_B05_mean,dSE_B06_mean,dSE_B07_mean,dSE_B08_mean,dSE_B09_mean,dSE_B10_mean,dSE_B11_mean,dSE_B12_mean,dSE_B13_mean,dSE_B14_mean,dSE_B15_mean,dSE_B16_mean,dSE_B17_mean,dSE_B18_mean,dSE_B19_mean,dSE_B20_mean,dSE_B21_mean,dSE_B22_mean,dSE_B23_mean,dSE_B24_mean,dSE_B25_mean,dSE_B26_mean,dSE_B27_mean,dSE_B28_mean,dSE_B29_mean,dSE_B30_mean,dSE_B31_mean,dSE_B32_mean,dSE_B33_mean,dSE_B34_mean,dSE_B35_mean,dSE_B36_mean,dSE_B37_mean,dSE_B38_mean,dSE_B39_mean,dSE_B40_mean,dSE_B41_mean,dSE_B42_mean,dSE_B43_mean,dSE_B44_mean,dSE_B45_mean,dSE_B46_mean,dSE_B47_mean,dSE_B48_mean,dSE_B49_mean,dSE_B50_mean,dSE_B51_mean,dSE_B52_mean,dSE_B53_mean,dSE_B54_mean,dSE_B55_mean,dSE_B56_mean,dSE_B57_mean,dSE_B58_mean,dSE_B59_mean,dSE_B60_mean,dSE_B61_mean,dSE_B62_mean,dSE_B63_mean,dSE_B64_mean,dSE_mean_across_bands,dSE_std_across_bands,R_mean,R_std,R_max,R_p50,R_p90,G_mean,G_std,G_max,G_p50,G_p90,B_mean,B_std,B_max,B_p50,B_p90,NIR_mean,NIR_std,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_p90,GNDVI_mean,GNDVI_std,GNDVI_max,GNDVI_p50,GNDVI_p90,NDWI_mean,NDWI_std,NDWI_max,NDWI_p50,NDWI_p90,VARI_mean,VARI_std,VARI_max,VARI_p50,VARI_p90,ExG_mean,ExG_std,ExG_min,ExG_max,ExG_p50,ExG_p90,brightness_mean,brightness_std,brightness_max,brightness_p50,brightness_p90,NDVI_fraction_above_0_5,NDVI_fraction_above_0_6,brightness_p90_minus_p10,NDVI_texture_contrast,NDVI_texture_homogeneity,brightness_texture_homogeneity,CHM_mean,CHM_cv,CHM_sd,CHM_max,CHM_p90,Dead_F
Plot_11,0.4061594,0.5091573,0.7170456,0.8671186,0.6619317,0.339383,0.6405819,0.3031409,0.7214927,0.5798401,0.693562,0.5113394,0.3528511,0.2933131,0.3040027,0.71636,0.7137367,0.4937941,0.532697,0.2811576,0.6980908,0.5515215,0.6767263,0.3325292,0.5997012,0.879917,0.2990084,0.8476597,0.6786784,0.0383666,0.5797672,0.9209552,0.5353961,0.4271301,0.8081414,0.2320146,0.6946046,0.6384049,0.5496538,0.7269806,0.6309043,0.2936751,0.3549216,0.753634,0.5676186,0.2766094,0.2919872,0.2618486,0.5163865,0.7394344,0.7071923,0.5909916,0.4164141,0.9338149,0.5083038,0.6326142,0.6713899,0.4360696,0.697563,0.4102322,0.1348912,0.9093597,0.8791495,0.7131189,0.7891355,0.5626808,0.4933718,0.40536,0.6546223,0.2037438,0.5002061,0.5383838,0.7815632,0.455748,0.3248583,0.5409842,0.3182595,0.5395852,0.2606209,0.607197,0.2521739,0.6627994,0.6357902,0.6322782,0.5308268,0.6042679,0.8021138,0.409583,0.4843415,0.7483997,0.3599424,0.2638149,0.4676129,0.5646167,0.4237797,0.7474018,0.5109713,0.2417925,0.6102195,0.5819936,0.3506979,0.5928669,0.5599165,0.3499167,0.6623599,0.5274773,0.3387069,0.9567208,0.1609485,0.501239,0.4866576,0.4630956,0.3006425,0.549102,0.1047199,0.5825814,0.2841157,0.4120915,0.6696338,0.3654951,0.6047831,0.6574099,0.6028056,0.9556122,0.7236988,0.6797212,0.674652,0.8821035,0.5076227,0.8875834,0.5253712,0.6242296,0.8510992,0.0720412,99.7551463,39.3664107,188,92.1313614,158.3171293,100.0201347,41.9615567,209,89.971157,163.9323626,98.0407364,38.6558259,207,88.9398006,157.399817,253.142185,21.582878,0.4173203,0.1518587,0.1258278,0.7406601,0.6173517,0.452475,0.1631334,0.7465753,0.4741374,0.6036166,-0.452475,0.1631334,-0.0991379,-0.4741374,-0.2141575,-0.0112433,0.0588265,0.1807229,-0.0064288,0.056636,-1.4004459,12.1632214,-37,39,2.8043935,16.7533843,137.7471819,29.9898545,217,131.2594191,183.4299186,0.4323767,0.142592,79.2834897,0.5071268,0.4502217,0.4383954,10.3825705,0.6395547,4.9750652,19.403351,15.7005479,0.1471159
Plot_12,0.3953999,0.4841884,0.7353724,0.8842286,0.5787016,0.2949798,0.5901881,0.327809,0.7676817,0.5125221,0.7802419,0.4978788,0.4095455,0.2746679,0.3132799,0.7333707,0.7657768,0.4292545,0.4280813,0.2534119,0.659403,0.4700943,0.6710793,0.3624465,0.5552796,0.8700397,0.3455594,0.8408646,0.6083839,0.1429638,0.5159305,0.8130077,0.5950416,0.4876783,0.8024413,0.2031417,0.719092,0.7443337,0.4902474,0.7351253,0.6374676,0.3000669,0.3740473,0.7907409,0.4719007,0.2136169,0.2990093,0.3036302,0.607131,0.7627457,0.714754,0.5848469,0.3903078,0.9512133,0.5561857,0.5785211,0.6981319,0.373861,0.7220584,0.4747862,0.1092292,0.8889954,0.8922479,0.8076138,0.7729336,0.5554264,0.5720962,0.4290355,0.7677398,0.2141157,0.4328684,0.5010616,0.634495,0.5101794,0.2746385,0.4960038,0.4339131,0.493069,0.3146856,0.6149985,0.2860431,0.6883288,0.7036937,0.6401852,0.4921918,0.5342239,0.7774838,0.4619042,0.470775,0.64099,0.4132012,0.2438158,0.3276919,0.4987188,0.4936011,0.7207797,0.470944,0.3174615,0.6726719,0.5038219,0.4350563,0.5880659,0.5674909,0.4399972,0.6891236,0.5435455,0.3012897,0.9962747,0.1048594,0.5401988,0.4002714,0.5753809,0.3087849,0.5387192,0.5180825,0.5315086,0.3886219,0.4066828,0.7483958,0.2585971,0.4898804,0.6506458,0.6164981,0.8488477,0.7633953,0.6156487,0.5990016,0.912417,0.4812846,0.8650845,0.5638849,0.6552388,0.8182339,0.0685547,103.0675102,38.7292981,193,102.082362,156.1988362,106.2315151,42.6326427,211,105.9819158,164.9575922,97.2252151,37.1613833,207,89.9622557,152.2506804,253.0918919,21.9108066,0.4158564,0.1503884,0.123348,0.752606,0.627725,0.4277459,0.1652418,0.7465753,0.4128358,0.62511,-0.4277459,0.1652418,-0.0944206,-0.4128358,-0.2142054,0.0120228,0.067207,0.2222222,0.0237979,0.0871434,9.8850386,21.2667647,-38,73,9.8773571,39.845375,139.9088178,30.0197997,217,138.7563004,181.8628068,0.3720695,0.1471474,77.5209976,0.4477856,0.5510168,0.408056,10.7939655,0.651432,5.4291177,18.5374584,16.874833,0.2165732
Plot_13,0.4926131,0.4729904,0.8528288,0.8142266,0.5048148,0.3731263,0.697283,0.2772665,0.8181427,0.5469194,0.9420398,0.5031366,0.5284318,0.2590963,0.4483602,0.6663713,0.7541134,0.3776166,0.5570627,0.4220323,0.6445907,0.4393932,0.6643702,0.4057553,0.6481088,0.7515823,0.2715673,0.8734528,0.5040954,0.142801,0.6385148,0.7541474,0.7016325,0.4387801,0.8851615,0.2259379,0.6713989,0.6715599,0.5086339,0.9628335,0.4991307,0.2658414,0.4067659,0.8383031,0.4192988,0.250534,0.2727963,0.3005762,0.8190273,0.9931704,0.7517502,0.503969,0.3519819,1,0.5974783,0.587407,0.6541878,0.4530501,0.5723903,0.4817592,0.0364152,0.9135002,0.8502786,0.8648874,0.8258236,0.4691626,0.566342,0.3531751,0.7308101,0.3220884,0.2833363,0.5003818,0.6137621,0.448215,0.3809747,0.5032312,0.5184417,0.5709303,0.2743434,0.5955414,0.4409995,0.7654945,0.9162656,0.5206139,0.4674372,0.5664916,0.7856038,0.4356772,0.5222747,0.624455,0.419614,0.3464459,0.4245791,0.4511296,0.481666,0.6355626,0.4402661,0.4425634,0.7119878,0.4659957,0.422692,0.5163154,0.6201565,0.4625166,0.6852694,0.7296686,0.4189009,0.9440774,0.0704582,0.4333465,0.4784317,0.6071699,0.2726299,0.6704437,0.6466033,0.5799199,0.4772258,0.484643,0.611546,0.323905,0.573575,0.7387058,0.6667691,0.8786678,0.6257399,0.7598375,0.4775741,0.7583241,0.7201207,0.9977084,0.6710833,0.738829,0.9209942,0.1907161,95.8418053,39.6732188,222,88.8024674,152.5231219,103.3295001,43.1998435,218,99.0433722,164.1017086,93.1722956,38.248052,210,85.0905238,148.3987816,252.9735109,22.7971312,0.518785,0.1596058,0.1015119,0.7769346,0.7139494,0.4394393,0.1667787,0.7586207,0.4363957,0.7533135,-0.4394393,0.1667787,-0.0782241,-0.4363957,-0.2173765,0.0680551,0.0573432,0.3230769,0.0675954,0.1328852,23.1257581,17.0059629,-39,63,19.2941402,39.3708444,136.3178027,33.8427719,223,131.9866023,179.9794502,0.458836,0.382681,77.9496404,0.7342254,0.4776746,0.2386939,9.2073958,0.8900987,4.252466,16.2428131,13.9654595,0.6133278
Plot_14,0.9790476,0.2985992,0.4704964,0.2863005,0.1477581,1,0.5355971,0.3132141,0.5659507,0.2168064,0.9218092,0.4419506,0.7219584,0.8786598,0.9138675,0.1276974,0.2534997,0.5119334,0.9513174,0.719787,0.5495361,0.3728307,0.430695,0.6414023,0.6564486,0.3457668,0.7678655,0.4950601,0.1248399,0.7811909,0.6280791,0.5279564,0.2363828,0.485749,0.793611,0.3858639,0.1153156,0.4466516,0.7658266,0.8333712,0.0277676,0.152089,0.8483756,0.5894948,0.495433,0.6476995,0.3638642,0.6884832,0.9631339,0.7997995,0.5711627,0.2392013,0.6606494,0.3430517,0.7008744,0.1567851,0.2974406,0.9769975,0.154596,0.4882087,0.7795678,0.563005,0.6170673,0.61736,0.6183291,0.6681693,0.2043166,0.3600805,0.291083,0.1483494,0.5332612,0.6255525,0.880491,0.8787105,0.48063,0.7183294,0.3120794,0.3840608,0.7616928,0.4657998,0.333318,0.7459231,0.8310626,0.6892281,0.5469356,0.408854,0.3835654,0.5056108,0.4157743,0.3064185,0.0229764,0.1196932,0.8261763,0.86922,0.6069887,0.6058375,0.3347073,0.391407,0.3727464,0.5812959,0.0523627,0.546057,0.1703461,0.4382482,0.3581922,0.2445346,0.101456,0.7313961,0.5052242,0.683093,0.7924886,0.6572802,0.2388595,0.3902125,0.8088025,0.6077765,0.2370797,0.5318418,0.7913501,0.4223745,0.2739474,0.5228289,0.3105082,0.8444629,0.5628878,0.3249841,0.5900009,0.5693924,0.6878417,0.6811491,0.6238223,0.6223974,0.3323446,0.2509486,78.138785,35.6401881,184,68.883689,129.7192052,87.6823733,38.4813899,184,79.0255384,143.059888,78.2294643,32.1668427,188,68.0533022,123.6459912,253.3801494,20.3507282,0.5749138,0.1564084,0.1832947,0.8149061,0.7534369,0.503395,0.1601524,0.7832168,0.5268142,0.7510193,-0.503395,0.1601524,-0.1617312,-0.5268142,-0.2815205,0.1185865,0.0586722,0.5625000,0.1192217,0.1864028,22.2237307,19.6391383,-32,73,18.1731953,46,124.3509361,28.8745378,201,117.4916933,162.3406952,0.6092296,0.5079134,64.9703473,0.7212688,0.5974884,0.4139265,14.9516077,0.6649973,6.8765474,24.3293848,21.768347,0.498195
Plot_15,0.5630764,0.3918533,0.3536188,0.5054953,0.1951512,0.6426094,0.3393231,0.4482399,0.4993917,0.3395494,0.4959257,0.3970562,0.8020152,0.7920132,0.7379101,0.1229522,0.10456,0.6129869,0.8573169,0.4453585,0.223384,0.4293569,0.154942,0.4803199,0.5375567,0.599411,0.8368572,0.5015311,0.4291348,0.7802189,0.7259019,0.5119619,0.1635131,0.7284156,0.5508981,0.5398666,0.3243012,0.5869315,0.8339353,0.7766115,0.4181665,0.5148807,0.7431854,0.6417529,0.332109,0.6072873,0.4154698,0.8827358,0.850376,0.2411856,0.2873659,0.3990866,1,0.354489,0.4617451,0.182907,0.4942461,0.854429,0.075589,0.6070942,0.8932017,0.3728687,0.6924542,0.7717347,0.6062663,0.3656935,0.6696125,0.2204391,0.5967935,0.35287,0.4122843,0.4559144,0.6303746,0.7606868,0.2907763,0.6478361,0.3461539,0.5524603,0.4058642,0.681392,0.5926837,0.65186,0.8276248,0.6827724,0.4276968,0.6242942,0.4784915,0.4926203,0.5256201,0.4242972,0.1100293,0.3760649,0.698667,0.612952,0.716605,0.4256217,0.4838078,0.4890299,0.4577622,0.6327315,0.3127071,0.2952501,0.0677975,0.5645168,0.4042748,0.2910366,0.2003659,0.6796455,0.4224528,0.8749155,0.6521936,0.3028685,0.1119378,0.4040051,0.33303,0.7911386,0.5280785,0.6670856,0.7329048,0.423501,0.3660949,0.4716083,0.165819,0.293756,0.5212928,0.3290113,0.2502221,0.7050303,0.5132306,0.2504503,0.4374402,0.7150745,0.3714711,0.2591057,58.3383591,29.0551567,173,48.1406747,107.3396131,80.1087002,32.3672988,206,66.9691121,136.9275673,101.515408,26.8304852,222,93.9355326,144.4281632,253.2047911,21.2096654,0.6016619,0.134749,0.1643836,0.8412043,0.7410521,0.5318148,0.1315872,0.7586207,0.5840105,0.5941378,-0.5318148,0.1315872,-0.1062907,-0.5840105,-0.3008832,0.7886564,4.7787041,26.0000000,0.5624802,3.2860334,-3.5396102,14.9364777,-29,44,-3.2094746,22.7358998,123.2999868,21.9877712,217,115.5094678,161.1926745,0.8145872,0.6302407,55.285864,0.7508181,0.3704633,0.5580282,16.9559788,0.340541,7.1867905,27.8473516,24.2124306,0.1339143
Plot_16,0.8968551,0.1722762,0.6826165,0.1673984,0.1344362,0.9056,0.4068173,0.2599014,0.4326439,0.326295,0.7805661,0.2933143,0.8557271,0.8817137,0.9785049,0.1597335,0.170091,0.7699832,1,0.6362619,0.5627143,0.6715245,0.1851208,0.5524968,0.4916568,0.3452554,0.7458682,0.4714316,0.3236618,0.7100539,0.836357,0.4266742,0.0501679,0.5851903,0.5704936,0.340686,0.1100215,0.5213447,0.8032496,0.8773331,0.1326857,0.2817781,0.7847376,0.5988911,0.3652584,0.78866,0.3601698,0.8766894,0.8805956,0.6787222,0.5973075,0.3011359,0.752706,0.1600747,0.6019659,0.1854603,0.2316727,1,0.1372868,0.6788779,1,0.5793517,0.6722145,0.5347251,0.5679352,0.7689849,0.3760483,0.413174,0.4510648,0.1923106,0.7041988,0.4746736,0.7512571,0.7376913,0.2724597,0.6406181,0.1733489,0.5180018,0.6573166,0.413589,0.254033,0.7959873,0.8110818,0.6536469,0.6495909,1,0.3358293,0.7010627,0.5190641,0.6988589,0.0013164,0.0791308,0.5154283,0.8081725,0.775063,0.4728348,0.5804463,0.3514134,0.4611055,0.7877229,0.1537945,0.5579243,0.136182,0.5078429,0.4014037,0.3370059,0,0.5245064,0.3877732,0.7018473,0.5841814,0.4265951,0.2166288,0.4526796,0.706517,0.7181385,0.2654445,0.5728932,0.7859723,0.4632437,0.3402922,0.5684461,0.2381937,0.6241021,0.5228943,0.242063,0.9022344,0.6525739,0.9429528,0.536082,0.7539106,0.4530046,0.4021106,0.2938673,58.4325144,30.0277357,186,47.8025502,107.5233218,81.4954199,32.6092664,188,71.043354,134.101666,99.3419309,25.3113969,198,94.0904859,136.3990336,252.8992512,23.2048086,0.6887519,0.1425734,0.1943794,0.88185,0.8250175,0.5248863,0.1319903,0.7586207,0.5641932,0.7478483,-0.5248863,0.1319903,-0.1512415,-0.5641932,-0.3112466,0.9210951,4.5087598,27.0000000,0.6363915,3.6662187,10.6949558,14.7556245,-30,45,3.2940169,27.3706889,123.0308086,25.7854732,198,116.7360289,157.9795636,0.8076059,0.7748068,54.4496615,0.5654983,0.4451176,0.3552562,21.6015609,0.7583595,5.5084667,30.8530356,26.0820519,0.6132105
Plot_17,0.4863338,0.229613,0.5293903,0.4997069,0.2990869,0.7714194,0.5992495,0.509961,0.5210412,0.170189,0.9812478,0.1932527,0.8712686,0.9569752,0.7471085,0.0610138,0.06237,0.6884544,0.8184789,0.7200967,0.1931299,0.5957144,0.2068821,0.7125115,0.7329271,0.2477795,0.86785,0.5612477,0.1533969,0.8968811,0.4728638,0.7941923,0.0292028,0.5819434,0.7520638,0.4272282,0.0770366,0.420771,0.807646,0.6594533,0.2550899,0.2969736,0.9043669,0.263398,0.5420792,0.6127722,0.6838168,0.5294564,0.9684028,0.503205,0.1904492,0.5042945,0.7950183,0.1148823,0.6752402,0.3441559,0.3792162,0.843143,0.317228,0.4203256,0.9049403,0.2540075,0.6810722,0.2326356,0.4746822,0.6544167,0.542152,0.3076426,0.3135887,0.2381491,0.3655805,0.6748,0.6789202,0.9013935,0.31099,0.6106384,0.6190903,0.2826659,0.4241767,0.6765953,0.9128866,0.9998788,0.9017133,0.4430434,0.3929439,0.3801455,0.5177135,0.5879036,0.4065348,0.625554,0.2470167,0.7431517,0.2419156,0.3473367,0.7682704,0.3796271,0.1723139,0.7511194,0.5036263,0.6861818,0.3018754,0.2918142,0.4861023,0.249072,0.0320705,0.6420999,0.4369748,0.6985551,0.8805313,0.7011065,0.9159621,0.2926476,0.3788663,0.5024943,0.8503371,0.5235924,0.3460247,0.8397885,0.4512912,0.4042526,0.3713523,0.3708605,0.4479749,0.6779668,0.4119543,0.2977584,0.2095394,0.2217304,0.6584724,0.5741317,0.2887133,0.5957094,0.3145165,0.6820831,64.0808053,23.9898817,152,60.8802897,96.7109985,64.9789362,25.1512305,145,62.0262848,101.0616383,71.8487796,23.4388651,157,69.05486,103.6356447,253.3207058,20.7193666,0.6354476,0.1160696,0.281407,0.8279152,0.7839637,0.6008045,0.1194387,0.8345324,0.608697,0.8111311,-0.6008045,0.1194387,-0.275,-0.608697,-0.4327011,0.0283092,0.1196028,0.7619048,0.0000169,0.1663951,-2.6501577,7.5790151,-25,23,-6.8217428,4.2247421,113.5503524,21.0120453,172,111.4912293,139.0860392,0.7832907,0.5927178,46.4694807,0.1412382,0.5636082,0.4421319,23.5481316,0.787246,6.6232832,36.7329244,33.5780637,0.5030137
Plot_18,0.5421216,0.2885045,0.3371738,0.483755,0.1701579,0.8172398,0.4987022,0.383335,0.6310832,0.0602154,0.7443367,0.1807506,0.9041422,1,0.7991811,0.1204836,0.1207972,0.5450248,0.873798,0.540565,0.2629217,0.6008691,0.222228,0.7137381,0.6429973,0.3770276,0.8746464,0.5061593,0.093241,0.8007576,0.7393767,0.4861084,0.1010021,0.4645315,0.6980451,0.3552823,0.0147095,0.6374957,0.8865988,0.6407059,0.1642915,0.2895241,0.9343788,0.2804137,0.4949424,0.6506665,0.4490622,0.7672627,0.8281396,0.4518777,0.2589549,0.4122914,0.8213863,0.2805511,0.7649631,0.4147572,0.3705062,0.9456102,0.1331032,0.4508978,0.9514244,0.2855998,0.5659959,0.6199342,0.515814,0.6291023,0.4277813,0.2876332,0.3811119,0.411685,0.546022,0.7295854,0.7940824,0.7711934,0.5186873,0.6102453,0.7689977,0.2331102,0.4251997,0.629214,0.7724138,0.8739939,0.6599021,0.6160641,0.5273526,0.3974393,0.3142623,0.4934694,0.6548787,0.6124409,0.1460931,0.6609722,0.3007406,0.4811,0.8871028,0.4310436,0.3279073,0.6703983,0.5168283,0.6369832,0.2347696,0.3987595,0.4880834,0.217592,0.1255732,0.8103583,0.2587892,0.613728,0.8878844,0.6315612,0.8197648,0.2929422,0.4129185,0.3931015,0.2191493,0.5748251,0.4372593,0.7127265,0.3940928,0.5602458,0.449912,0.4790288,0.5295926,0.8552637,0.3748164,0.2087474,0.4544407,0.3192406,0.4924839,0.6087986,0.2198232,0.7367103,0.533528,0.5358241,46.769929,19.0988654,114,41.0874325,75.2110771,51.2076134,22.1547504,141,42.9808025,85.9549814,59.6008763,19.7512294,160,52.9599321,89.266113,253.4664174,19.6470293,0.6722194,0.0998728,0.36,0.8478566,0.7836104,0.6719661,0.1132326,0.8478261,0.7115086,0.7511218,-0.6719661,0.1132326,-0.2878788,-0.7115086,-0.4955159,0.1420113,0.1848346,3.0000000,0.1211998,0.3257798,-6.3815317,9.0209094,-24,26,-5.1301932,8.8358558,102.7662883,15.7938218,169,97.7550954,126.1197515,0.9599643,0.7426875,37.0222903,0.3369452,0.4074261,0.6170639,24.4322112,0.3241658,5.7359492,29.9545578,28.7988544,0.2093858
Plot_19,0.4907208,0.348045,0.2637197,0.5230096,0.1941669,0.8083241,0.5413231,0.3938671,0.6355513,0.1775933,0.7054702,0.228597,0.9704002,0.9460413,0.8507068,0.1539523,0.0951387,0.6358818,0.9066829,0.4249438,0.4312355,0.6686565,0.2722459,0.7404676,0.6919334,0.3610007,0.8569063,0.5351061,0.1180143,0.7516172,0.7561404,0.5514826,0.1241437,0.4959709,0.7176107,0.2676453,0,0.5794369,0.9853152,0.5016433,0.1761382,0.231995,0.9371571,0.3469891,0.4757705,0.6563446,0.5351233,0.7851432,0.7396162,0.4614614,0.275366,0.3517268,0.7015048,0.2891274,0.780733,0.4398946,0.3271718,0.9137989,0.1204993,0.4071401,0.8620729,0.3545068,0.6537157,0.6183949,0.606895,0.5790822,0.4471722,0.2142073,0.5268774,0.2969894,0.4886774,0.7320521,0.7359435,0.8472747,0.4098292,0.5163542,0.6076266,0.3410524,0.3540829,0.7968823,0.8104578,0.8498192,0.6162651,0.5941603,0.4206605,0.6005505,0.3849934,0.7032049,0.7778552,0.7378021,0.2804782,0.7646892,0.2383905,0.3359816,0.6624996,0.4029829,0.3212592,0.6128802,0.5306904,0.5488166,0.3066702,0.3350656,0.3751609,0.1590868,0.1442848,0.67649,0.2764798,0.5813412,0.7016958,0.6069758,0.7797029,0.3655404,0.3644546,0.5891424,0.1912568,0.5138201,0.2836704,0.763069,0.4232159,0.458742,0.4684002,0.3861772,0.4645865,0.7115357,0.4230543,0.3243228,0.2494425,0.3517172,0.4948118,0.5531993,0.075222,0.6664395,0.4111975,0.495941,47.1830546,19.8613832,109,41.2001052,77.4830887,50.7652934,22.1788055,126,42.9560629,85.8969668,60.4417825,20.9033145,147,53.9082972,92.6090483,253.5133522,19.4135279,0.6413901,0.1015016,0.3672922,0.8478959,0.7597573,0.6745142,0.1129816,0.8545455,0.7116364,0.7114094,-0.6745142,0.1129816,-0.3385827,-0.7116364,-0.4954059,0.1311683,0.2689965,8.0000000,0.0981861,0.3533952,-11.6464887,7.8411121,-23,24,-8.2979709,4.624326,102.9875226,14.9697582,162,98.0129313,127.5240733,0.9351373,0.7032396,38.0510154,0.2853853,0.4725185,0.6233154,21.5343747,0.4503281,7.5444092,33.3912442,28.3315188,0.0496707
Plot_20,0.8498561,0.4382153,0.4635219,0.4590165,0.2824528,0.9265354,0.608392,0.2962504,0.5429218,0.2026996,0.8826418,0.3883259,0.7850734,0.9549649,0.8351051,0,0.0871944,0.5969844,0.8842216,0.7903359,0.4094597,0.5845846,0.2592141,0.7127191,0.627248,0.182761,0.8232334,0.5203366,0.1523201,0.9106725,0.7201858,0.6245438,0.2092397,0.6332307,0.6837863,0.4018867,0.1338588,0.486726,0.854848,0.78105,0.1069137,0.3455096,0.8761407,0.4750803,0.7127928,0.5793802,0.599829,0.5907108,0.9860049,0.5957578,0.2266393,0.2917354,0.7191761,0.1413897,0.7436883,0.1996193,0.3912027,0.9010688,0.1615929,0.3503436,0.7601399,0.2793729,0.5780927,0.5432812,0.5766304,0.7676154,0.3338644,0.184824,0.6909814,0.3839082,0.3580865,0.7634226,0.6636452,0.9676054,0.3943306,0.5425454,0.5494431,0.353481,0.2174186,0.9851484,0.8156622,0.9998788,0.9515207,0.2622044,0.2909597,0.3565222,0.4775685,0.9310569,0.6347385,0.4405905,0.4856813,0.7537774,0.2578993,0.2099141,0.6702031,0.4304446,0.3339293,1,0.5611,0.7681175,0.5287655,0.2935103,0.0765779,0.3503227,0.2908442,0.5026714,0.4259704,0.7514815,0.8805977,0.9681234,0.7179915,0.3750098,0.6087814,0.2569722,0.5314615,0.3582497,0.550317,0.8285928,0.3773963,0.3307393,0.4079114,0.2245119,0.3968964,0.5159779,0.4040679,0.3033294,0.1400397,0.1973315,0.5223317,0.4143505,0.2684916,0.5887262,0.4655585,0.7216073,46.9103824,20.4665016,135,39.869268,78.6843903,50.9688691,23.0664399,145,42.0287048,88.0673133,61.5603041,20.6414619,163,55.0599109,91.6020988,253.0728076,22.18722,0.7278656,0.1064622,0.3421053,0.8544999,0.8297965,0.6730889,0.1142369,0.827957,0.7112611,0.8149466,-0.6730889,0.1142369,-0.275,-0.7112611,-0.487008,0.2080392,0.3600773,5.0000000,0.1428756,0.555259,-2.9055804,9.2095172,-25,28,-8.8053308,7.245434,103.1204961,19.2079992,172,97.7399416,128.5709435,0.9276766,0.8598959,38.7166708,0.1642911,0.7459065,0.709881,19.374617,0.7392193,8.1114979,32.1751641,26.9044306,0.518637
